period,time,seconds_left,call_type,committing_player,disadvantaged_player,review_decision,comment,video,game_id,play_id,disadvantaged_team,committing_team,ref_made_call
Q4,0:01:50,110,Foul: Offensive,Pau Gasol,Xavier Rathan-Mayes,CNC,Gasol (MEM) sets the screen on Rathan-Mayes (MEM) and gives him room to avoid the contact. Both players briefly engage and separate after the screen. 01:46.1 01:46.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700954&eventNum=1054,20180305MEMSAS,20180305MEMSAS-0,MEM,MEM,
Q4,0:01:41,101,Foul: Shooting,Pau Gasol,Dillon Brooks,CNC,Gasol (SAS) makes incidental contact with Brooks (MEM) during his driving shot attempt.,http://official.nba.com/last-two-minute-report/?gameNo=0021700954&eventNum=1056,20180305MEMSAS,20180305MEMSAS-1,MEM,SAS,
Q4,0:01:39,99,Foul: Loose Ball,JaMychal Green,Davis Bertans,CC,"Green (MEM) dislodges Bertans (SAS), affecting his ability to retrieve the rebound. 01:36.1 01:36.1",http://official.nba.com/last-two-minute-report/?gameNo=0021700954&eventNum=573,20180305MEMSAS,20180305MEMSAS-2,SAS,MEM,
Q4,0:01:35,95,Foul: Shooting,Dillon Brooks,Danny Green,CNC,Brooks (MEM) legally contests Green's (SAS) driving shot attempt. 01:22.1 01:22.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700954&eventNum=1057,20180305MEMSAS,20180305MEMSAS-3,SAS,MEM,
Q4,0:01:15,75,Foul: Personal,Xavier Rathan-Mayes,Tony Parker,CNC,Rathan-Mayes (MEM) makes marginal contact with Parker (SAS) on the perimeter. 01:04.1 01:04.1,http://official.nba.com/last-two-minute-report/?gameNo=0021700954&eventNum=1058,20180305MEMSAS,20180305MEMSAS-4,SAS,MEM,
Q4,0:01:03,63,Foul: Loose Ball,Danny Green,Myke Henry,CNC,Green (SAS) makes marginal contact with Henry (MEM) during rebounding.,http://official.nba.com/last-two-minute-report/?gameNo=0021700954&eventNum=1059,20180305MEMSAS,20180305MEMSAS-5,MEM,SAS,
Q4,0:00:56,56,Turnover: 5 Second Inbound,Myke Henry,,CNC,Henry (MEM) is awarded a timeout during the inbound.,http://official.nba.com/last-two-minute-report/?gameNo=0021700954&eventNum=1060,20180305MEMSAS,20180305MEMSAS-6,SAS,MEM,
Q4,0:00:56,56,Foul: Personal,LaMarcus Aldridge,Marc Gasol,CC,"Aldridge (SAS) pushes Gasol (MEM) into Green (SAS), which causes him to fall to the floor.",http://official.nba.com/last-two-minute-report/?gameNo=0021700954&eventNum=591,20180305MEMSAS,20180305MEMSAS-7,MEM,SAS,
Q4,0:00:55.300000,55.3,Turnover: Stepped out of Bounds,Myke Henry,,CNC,Henry (MEM) does not step out of bounds.,http://official.nba.com/last-two-minute-report/?gameNo=0021700954&eventNum=1061,20180305MEMSAS,20180305MEMSAS-8,SAS,MEM,
Q4,0:00:53.600000,53.6,Foul: Loose Ball,Kyle Anderson,JaMychal Green,INC,Anderson (SAS) grabs and pulls Green's (MEM) jersey and arm during rebounding. 00:50.0 00:50.0,http://official.nba.com/last-two-minute-report/?gameNo=0021700954&eventNum=1062,20180305MEMSAS,20180305MEMSAS-9,MEM,SAS,
